frequency_Hz,H_rx_E_fine_real_m,H_rx_E_fine_imag_m,H_rx_E_baseline_real_m,H_rx_E_baseline_imag_m,H_rx_E_orthogonal_real_m,H_rx_E_orthogonal_imag_m,S11_fine_real,S11_fine_imag,S11_baseline_real,S11_baseline_imag,Zin_fine_real_ohm,Zin_fine_imag_ohm,Zin_baseline_real_ohm,Zin_baseline_imag_ohm,H_magnitude_relative_change,phase_difference_rad,cross_polarization_ratio
4.670000000000000000e+09,-2.666959639217203159e-05,-8.245750055143845342e-06,-3.132502177527443003e-05,-7.449452975456493780e-06,1.109510068496413267e-11,-1.616099871959839708e-11,9.991340236693619925e-01,-4.152486420622943097e-02,9.989475166461664335e-01,-4.576255061668708241e-02,1.996562990526192516e-01,-2.407148829901380850e+03,2.302262475713826306e-01,-2.184037650352686342e+03,1.534431007016994197e-01,-6.638417894462597668e-02,6.088160624488536943e-07
4.680000000000000000e+09,-2.675020964301003698e-05,-8.190901764863554163e-06,-3.141475046695837374e-05,-7.375704732270721229e-06,1.087150224530110032e-11,-1.602386279706018752e-11,9.991302067969759504e-01,-4.161501967489322773e-02,9.989423403376430644e-01,-4.586182752716860128e-02,2.025897327614451793e-01,-2.401929277207117138e+03,2.588225317377277346e-01,-2.179303544140756003e+03,1.534466164111566722e-01,-6.652671467128472294e-02,6.000721945859640692e-07
4.690000000000000000e+09,-2.683073010634897014e-05,-8.135676401948475450e-06,-3.150432394940992203e-05,-7.301503710919286981e-06,1.065314682646420650e-11,-1.588538864707073540e-11,9.991263799277945168e-01,-4.170518703652124903e-02,9.989371582240184066e-01,-4.596110778656723600e-02,2.055733824561097323e-01,-2.396731593981939568e+03,2.869691462651840497e-01,-2.174589728614300384e+03,1.534501453923646508e-01,-6.666925595516391689e-02,5.914407358308009639e-07
4.700000000000000000e+09,-2.691115632033390536e-05,-8.080074043816703992e-06,-3.159374036132244065e-05,-7.226850122400276765e-06,1.044002617298394568e-11,-1.574569251620587251e-11,9.991225430754192560e-01,-4.179536621763522281e-02,9.989319705146403328e-01,-4.606039152691916716e-02,2.086057188506367233e-01,-2.391555647359367867e+03,3.146609010555175834e-01,-2.169896067865597615e+03,1.534536873822097691e-01,-6.681180416374726816e-02,5.829219084733876765e-07
4.710000000000000000e+09,-2.699148682262718268e-05,-8.024094773326293566e-06,-3.168299784020103008e-05,-7.151744185897757670e-06,1.023212944694653509e-11,-1.560488996789728053e-11,9.991186962540870020e-01,-4.188555714425547943e-02,9.989267774138758105e-01,-4.615967888172824163e-02,2.116852023909698011e-01,-2.386401305573925583e+03,3.418929478311180659e-01,-2.165222427121835153e+03,1.534572421056037694e-01,-6.695436062046548897e-02,5.745159377357607343e-07
4.720000000000000000e+09,-2.707172015044394942e-05,-7.967738678775851559e-06,-3.177209452245201965e-05,-7.076186128810112244e-06,1.002944325983273631e-11,-1.546309582895151310e-11,9.991148394786544262e-01,-4.197575974195428411e-02,9.989215791210945827e-01,-4.625896998590153103e-02,2.148102846472537408e-01,-2.381268437946693666e+03,3.686607742897806683e-01,-2.160568672736102599e+03,1.534608092768173782e-01,-6.709692660484807558e-02,5.662230521474006246e-07
4.730000000000000000e+09,-2.715185484058705789e-05,-7.911005853904660935e-06,-3.186102854347268532e-05,-7.000176186776082213e-06,9.831951705143002423e-12,-1.532042413717348159e-11,9.991109727645761662e-01,-4.206597393590764261e-02,9.989163758306509600e-01,-4.635826497568614618e-02,2.179794096632163558e-01,-2.376156914871157369e+03,3.949601982623316965e-01,-2.155934672178409983e+03,1.534643886008021929e-01,-6.723950335271153267e-02,5.580434838795550631e-07
4.740000000000000000e+09,-2.723188942948206486e-05,-7.853896397892520996e-06,-3.194979803774120449e-05,-6.923714603697716304e-06,9.639636391780952742e-12,-1.517698809009719651e-11,9.991070961278840645e-01,-4.215619965094668381e-02,9.989111677318693872e-01,-4.645756398860560049e-02,2.211910153011131808e-01,-2.371066607799298254e+03,4.207873618914811931e-01,-2.151320294026798365e+03,1.534679797744754326e-01,-6.738209205640487143e-02,5.499774690350404123e-07
4.750000000000000000e+09,-2.731182245321189545e-05,-7.796410415359115493e-06,-3.203840113890625861e-05,-6.846801631761178448e-06,9.452476478169126949e-12,-1.503289999482400687e-11,9.991032095851668515e-01,-4.224643681160756420e-02,9.989059550090300110e-01,-4.655686716339688114e-02,2.244435345454078023e-01,-2.365997389227969052e+03,4.461387258345654860e-01,-2.146725407958508185e+03,1.534715824879711588e-01,-6.752469386507921334e-02,5.420252478898526405e-07
4.760000000000000000e+09,-2.739165244755118194e-05,-7.738548016362991109e-06,-3.212683597987683897e-05,-6.769437531454473645e-06,9.270448707069356531e-12,-1.488827121897056039e-11,9.990993131535511607e-01,-4.233668534218115731e-02,9.989007378413595761e-01,-4.665617463994745084e-02,2.277353968061661404e-01,-2.360949132685492259e+03,4.710110634672633467e-01,-2.142149884741220831e+03,1.534751964258727064e-01,-6.766730988501393207e-02,5.341870650827032267e-07
4.770000000000000000e+09,-2.747137794800041266e-05,-7.680309316400391935e-06,-3.221510069291188313e-05,-6.691622571583148565e-06,9.093527441082030177e-12,-1.474321214272709218e-11,9.990954068506794350e-01,-4.242694516676095984e-02,9.988955164030205447e-01,-4.675548655923267294e-02,2.310650291823979352e-01,-2.355921712718550225e+03,4.954014551276350042e-01,-2.137593596224360681e+03,1.534788212684127795e-01,-6.780994117997336812e-02,5.264631697483669215e-07
4.780000000000000000e+09,-2.755099748981980660e-05,-7.621694436403459530e-06,-3.230319340970930144e-05,-6.613357029283013980e-06,8.921684698797697720e-12,-1.459783211202525671e-11,9.990914906946890550e-01,-4.251721620929083817e-02,9.988902908631035471e-01,-4.685480306325383315e-02,2.344308577117750758e-01,-2.350915004879289427e+03,5.193072823768910551e-01,-2.133056415330464915e+03,1.534824566926297207e-01,-6.795258877160183231e-02,5.188538155904570184e-07
4.790000000000000000e+09,-2.763050960806306256e-05,-7.562703502738337261e-06,-3.239111226149507815e-05,-6.534641190030775880e-06,8.754890191575583275e-12,-1.445223939281703445e-11,9.990875647041921326e-01,-4.260749839361123448e-02,9.988850613856229410e-01,-4.695412429497595325e-02,2.378313085984803676e-01,-2.345928885712680312e+03,5.427262222762920807e-01,-2.128538216046608341e+03,1.534861023735039076e-01,-6.809525363985419188e-02,5.113592608890803080e-07
4.800000000000000000e+09,-2.770991283761045781e-05,-7.503336647202613954e-06,-3.247885537911173555e-05,-6.455475347651901863e-06,8.593111360922935232e-12,-1.430654112646259223e-11,9.990836288982535285e-01,-4.269779164350467893e-02,9.988798281295114823e-01,-4.705345039826652059e-02,2.412648094077334271e-01,-2.340963232744118159e+03,5.656562416969769247e-01,-2.124038873415904163e+03,1.534897579850665050e-01,-6.823793672345945804e-02,5.039797684385314521e-07
4.810000000000000000e+09,-2.778920571320224830e-05,-7.443594007022916630e-06,-3.256642089310633726e-05,-6.375859804326336068e-06,8.436313416451027769e-12,-1.416084328622753323e-11,9.990796832963695362e-01,-4.278809588274032349e-02,9.988745912486193257e-01,-4.715278151783400956e-02,2.447297902438356765e-01,-2.336017924467248122e+03,5.880955916556517282e-01,-2.119558263529060696e+03,1.534934232014497912e-01,-6.838063892042249570e-02,4.967156054100650698e-07
4.820000000000000000e+09,-2.786838676947129976e-05,-7.383475724851697708e-06,-3.265380693381797662e-05,-6.295794870591784817e-06,8.284459374381874005e-12,-1.401525063488711017e-11,9.990757279184481199e-01,-4.287841103511761537e-02,9.988693508917129149e-01,-4.725211779916710375e-02,2.482246849039893843e-01,-2.331092840332024025e+03,6.100428016817541765e-01,-2.115096263515994906e+03,1.534970976979353197e-01,-6.852336108854618912e-02,4.895670431345068496e-07
4.830000000000000000e+09,-2.794745454097562052e-05,-7.322981948763983244e-06,-3.274101163146451283e-05,-6.215280865344538235e-06,8.137510096581693269e-12,-1.386986668343669401e-11,9.990717627847855997e-01,-4.296873702450859644e-02,9.988641072024757595e-01,-4.735145938847418190e-02,2.517479319997847353e-01,-2.326187860732989975e+03,6.314966741942847905e-01,-2.110652751537516451e+03,1.535007811519448484e-01,-6.866610404599507445e-02,4.825343567993828367e-07
4.840000000000000000e+09,-2.802640756223077242e-05,-7.262112832253778972e-06,-3.282803311622877856e-05,-6.134318115838333534e-06,7.995424330097268634e-12,-1.372479365090593747e-11,9.990677879160466679e-01,-4.305907377489966853e-02,9.988588603195138749e-01,-4.745080643262350462e-02,2.552979760592474223e-01,-2.321302866997787987e+03,6.524562789417437392e-01,-2.106227606777057190e+03,1.535044732440024873e-01,-6.880886857187622219e-02,4.756178250550619241e-07
4.850000000000000000e+09,-2.810524436774168870e-05,-7.200868534230040121e-06,-3.291486951834401514e-05,-6.052906957680698369e-06,7.858158747170146660e-12,-1.358013242527442000e-11,9.990638033332419621e-01,-4.314942121043271323e-02,9.988536103763563379e-01,-4.755015907908341499e-02,2.588732685998741956e-01,-2.316437741375872520e+03,6.729209474404085345e-01,-2.101820709432479362e+03,1.535081736586760004e-01,-6.895165540685388450e-02,4.688177295243070475e-07
4.860000000000000000e+09,-2.818396349203455299e-05,-7.139249219012596339e-06,-3.300151896817818956e-05,-5.971047734827379904e-06,7.725667985706314768e-12,-1.343598252548642189e-11,9.990598090577073043e-01,-4.323977925544377626e-02,9.988483575014660554e-01,-4.764951747586260167e-02,2.624722691774578620e-01,-2.311592367027436467e+03,6.928902674711110432e-01,-2.097431940707918784e+03,1.535118820854506627e-01,-6.909446525378487580e-02,4.621343542096210547e-07
4.870000000000000000e+09,-2.826256346968798025e-05,-7.077255056327380356e-06,-3.308797959631778975e-05,-5.888740799574381010e-06,7.597904690177503719e-12,-1.329244206456132503e-11,9.990558051110820514e-01,-4.333014783450304247e-02,9.988431018182443166e-01,-4.774888177145233253e-02,2.660934464100302987e-01,-2.306766628012557248e+03,7.123640775851495244e-01,-2.093061182805708086e+03,1.535155982196066138e-01,-6.923729877837779545e-02,4.555679847926988955e-07
4.880000000000000000e+09,-2.834104283536434006e-05,-7.014886221301887890e-06,-3.317424953365050177e-05,-5.805986512548256652e-06,7.474819552931044620e-12,-1.314960771379657051e-11,9.990517915152876682e-01,-4.342052687245128578e-02,9.988378434450417842e-01,-4.784825211476734924e-02,2.697352789658878369e-01,-2.301960409280533440e+03,7.313424616744961249e-01,-2.088708318918337682e+03,1.535193217630311524e-01,-6.938015660987693900e-02,4.491189078203966660e-07
4.890000000000000000e+09,-2.841940012384050728e-05,-6.952142894460030222e-06,-3.326032691144692482e-05,-5.722785242694174959e-06,7.356361355886090355e-12,-1.300757466805996148e-11,9.990477682925065217e-01,-4.351091629443791520e-02,9.988325824951693743e-01,-4.794762865508744865e-02,2.733962565415953838e-01,-2.297173596659427858e+03,7.498257435449229291e-01,-2.084373233220489510e+03,1.535230524250058848e-01,-6.952303934176540245e-02,4.427874097717538811e-07
4.900000000000000000e+09,-2.849763387003838918e-05,-6.889025261716594607e-06,-3.334620986144106640e-05,-5.639137367262012338e-06,7.242477012593461257e-12,-1.286643661216629474e-11,9.990437354651606761e-01,-4.360131602595621048e-02,9.988273190769109133e-01,-4.804701154200144431e-02,2.770748807847769335e-01,-2.292406076845797543e+03,7.678144815472937035e-01,-2.080055810861104874e+03,1.535267899229581234e-01,-6.966594753248095406e-02,4.365737760007473315e-07
4.910000000000000000e+09,-2.857574260905517799e-05,-6.825533514371962173e-06,-3.343189651591004478e-05,-5.555043271790804483e-06,7.133111610637328815e-12,-1.272628568833546961e-11,9.990396930558894661e-01,-4.369172599287835662e-02,9.988220532935373486e-01,-4.814640092534896998e-02,2.807696662311054969e-01,-2.287657737394632477e+03,7.853094632430106525e-01,-2.075755937955538684e+03,1.535305339831763149e-01,-6.980888170616200705e-02,4.304782895498136533e-07
4.920000000000000000e+09,-2.865372487619326138e-05,-6.761667849106066038e-06,-3.351738500775236837e-05,-5.470503350090989178e-06,7.028208454357377756e-12,-1.258721246472657457e-11,9.990356410875305126e-01,-4.378214612148934037e-02,9.988167852433209593e-01,-4.824579695516467703e-02,2.844791411731779629e-01,-2.282928466709461645e+03,8.023117000996385917e-01,-2.071473501577730531e+03,1.535342843414878866e-01,-6.995184235340189127e-02,4.245012298295073401e-07
4.930000000000000000e+09,-2.873157920698990588e-05,-6.697428467972231679e-06,-3.360267347056512414e-05,-5.385518004225165099e-06,6.927709107869053640e-12,-1.244930590504371081e-11,9.990315795830962964e-01,-4.387257633852028466e-02,9.988115150195554515e-01,-4.834519978162184206e-02,2.882018485193285073e-01,-2.278218154032661005e+03,8.188224222316915490e-01,-2.067208389752456696e+03,1.535380407439008721e-01,-7.009482993201419931e-02,4.186428711601562292e-07
4.940000000000000000e+09,-2.880930413724647611e-05,-6.632815578390950404e-06,-3.368776003871986501e-05,-5.300087644487009161e-06,6.831553438362637370e-12,-1.231265333920819375e-11,9.990275085657550624e-01,-4.396301657117995809e-02,9.988062427105716123e-01,-4.844460955497733451e-02,2.919363466325656242e-01,-2.273526689435919707e+03,8.348430731753649914e-01,-2.062960491447630375e+03,1.535418029472140067e-01,-7.023784486782157221e-02,4.129034811720108181e-07
4.950000000000000000e+09,-2.888689820305761336e-05,-6.567829393143302978e-06,-3.377264284743727749e-05,-5.214212689378521828e-06,6.739679659658181850e-12,-1.217734043509219047e-11,9.990234280588092819e-01,-4.405346674718681188e-02,9.988009683997581822e-01,-4.854402642551611941e-02,2.956812101256065528e-01,-2.268853963810911864e+03,8.503753047165356627e-01,-2.058729696566635539e+03,1.535455707195815256e-01,-7.038088755545153508e-02,4.072833190610655704e-07
4.960000000000000000e+09,-2.896435994083987550e-05,-6.502470130364087650e-06,-3.385732003286054148e-05,-5.127893565585747757e-06,6.652024375997971461e-12,-1.204345117130792358e-11,9.990193380856744465e-01,-4.414392679479848397e-02,9.987956921655843923e-01,-4.864345054349731440e-02,2.994350306403225637e-01,-2.264199868860118841e+03,8.654209717408258840e-01,-2.054515895940744031e+03,1.535493438410551748e-01,-7.052395835914088140e-02,4.017826336986420500e-07
4.970000000000000000e+09,-2.904168788736014308e-05,-6.436738013534837213e-06,-3.394178973212710453e-05,-5.041130707952803229e-06,6.568522626055148708e-12,-1.191106781104712309e-11,9.990152386698595288e-01,-4.423439664284112283e-02,9.987904140816207255e-01,-4.874288205910078803e-02,3.031964175901522007e-01,-2.259564297087826162e+03,8.799821271392765931e-01,-2.050318981321549927e+03,1.535531221040782601e-01,-7.066705761355564219e-02,3.964016615938039436e-07
4.980000000000000000e+09,-2.911888057976374754e-05,-6.370633271476586189e-06,-3.402605008343942595e-05,-4.953924559454591525e-06,6.489107927139112104e-12,-1.178027087696397794e-11,9.990111298349456659e-01,-4.432487622073853079e-02,9.987851342165645629e-01,-4.884232112237178736e-02,3.069639988896424310e-01,-2.254947141791290051e+03,8.940610167581262147e-01,-2.046138845373483719e+03,1.535569053139565487e-01,-7.081018562461546817e-02,3.911406247088089039e-07
4.990000000000000000e+09,-2.919593655560224043e-05,-6.304156138342405927e-06,-3.411009922613395245e-05,-4.866275571168009730e-06,6.413712319578522022e-12,-1.165113912709626537e-11,9.990070116045670634e-01,-4.441536545853867063e-02,9.987798526342654970e-01,-4.894176788317108895e-02,3.107364216280472657e-01,-2.250348297052065845e+03,9.076600743684776207e-01,-2.041975381666355361e+03,1.535606932892844556e-01,-7.095334267032563091e-02,3.859997281291572859e-07
5.000000000000000000e+09,-2.927285435286098626e-05,-6.237306853609825352e-06,-3.419393530074883329e-05,-4.778184202241865518e-06,6.342266411262020154e-12,-1.152374953181751414e-11,9.990028840023900125e-01,-4.450586428694090768e-02,9.987745693937502001e-01,-4.904122249112109755e-02,3.145123527510590433e-01,-2.245767657727491496e+03,9.207819167205514299e-01,-2.037828484667952353e+03,1.535644858623399500e-01,-7.109652900161606004e-02,3.809791575911823311e-07
5.010000000000000000e+09,-2.934963250998616938e-05,-6.170085662072930691e-06,-3.427755644909010412e-05,-4.689650919865346343e-06,6.274699422318669793e-12,-1.139817725181383122e-11,9.989987470520932389e-01,-4.459637263732187801e-02,9.987692845492532889e-01,-4.914068509555412356e-02,3.182904796842249140e-01,-2.241205119442326577e+03,9.334293385928883469e-01,-2.033698049736696930e+03,1.535682828794519006e-01,-7.123974484318716660e-02,3.760790768717852086e-07
5.020000000000000000e+09,-2.942626956591183461e-05,-6.102492813834391503e-06,-3.436096081429629182e-05,-4.600676199235507780e-06,6.210939229918960926e-12,-1.127449561707855976e-11,9.989946007773493619e-01,-4.468689044175946923e-02,9.987639981502443032e-01,-4.924015584546224955e-02,3.220695109516201193e-01,-2.236660578580549100e+03,9.456053079302421116e-01,-2.029583973114338505e+03,1.535720842013199861e-01,-7.138299039435347382e-02,3.712996250466274291e-07
5.030000000000000000e+09,-2.950276406008627740e-05,-6.034528564297245306e-06,-3.444414654090158283e-05,-4.511260523523407449e-06,6.150912413178577969e-12,-1.115277610691752227e-11,9.989904452018033565e-01,-4.477741763305765482e-02,9.987587102414593465e-01,-4.933963488944655834e-02,3.258481767446816391e-01,-2.232133932277299664e+03,9.573129609968925591e-01,-2.025486151918700443e+03,1.535758897033185078e-01,-7.152626582989593529e-02,3.666409136249868428e-07
5.040000000000000000e+09,-2.957911453249844420e-05,-5.966193174156577173e-06,-3.452711177489743976e-05,-4.421404383839046323e-06,6.094544298146616674e-12,-1.103308833095787139e-11,9.989862803490564547e-01,-4.486795414476895533e-02,9.987534208629320620e-01,-4.943912237566745749e-02,3.296252294849760789e-01,-2.227625078410961123e+03,9.685555975885047353e-01,-2.021404484136465726e+03,1.535796992757502699e-01,-7.166957130091861083e-02,3.621030235714789424e-07
5.050000000000000000e+09,-2.965531952370378723e-05,-5.897486909390906255e-06,-3.460985466379246285e-05,-4.331108279195652739e-06,6.041759002861186361e-12,-1.091550001115275148e-11,9.989821062426443854e-01,-4.495849991121691341e-02,9.987481300500273829e-01,-4.953861845179508699e-02,3.333994443480051140e-01,-2.223133915595398321e+03,9.793366762885076238e-01,-2.017338868616026957e+03,1.535835128240770897e-01,-7.181290693569143679e-02,3.576860022269454034e-07
5.060000000000000000e+09,-2.973137757484988557e-05,-5.828410041253586702e-06,-3.469237335667105888e-05,-4.240372716472618773e-06,5.992479482454370763e-12,-1.080007696477471238e-11,9.989779229060209431e-01,-4.504905486751779181e-02,9.987428378334749501e-01,-4.963812326496185034e-02,3.371696197607781387e-01,-2.218660343172326520e+03,9.896598097646240877e-01,-2.013289205060360473e+03,1.535873302691249942e-01,-7.195627284051010764e-02,3.533898601429874581e-07
5.070000000000000000e+09,-2.980728722770180193e-05,-5.758962846263868075e-06,-3.477466600425000267e-05,-4.149198210377574342e-06,5.946627574290247016e-12,-1.068688308838944046e-11,9.989737303625382259e-01,-4.513961894960018956e-02,9.987375442394040848e-01,-4.973763696171317611e-02,3.409345778747144839e-01,-2.214204261203812166e+03,9.995287601214809525e-01,-2.009255394019964797e+03,1.535911515472398459e-01,-7.209966910054441125e-02,3.492145678468524613e-07
5.080000000000000000e+09,-2.988304702466699559e-05,-5.689145606197993033e-06,-3.485673075893376522e-05,-4.057585283407868381e-06,5.904124043118818179e-12,-1.057598034280232035e-11,9.989695286354290937e-01,-4.523019209422610154e-02,9.987322492893805359e-01,-4.983715968796158247e-02,3.446931650118474910e-01,-2.209765570464916891e+03,1.008947434294807488e+00,-2.005237336885835475e+03,1.535949766104300895e-01,-7.224309578068544013e-02,3.451600525556162696e-07
5.090000000000000000e+09,-2.995865550882014384e-05,-5.618958608080051069e-06,-3.493856577486820886e-05,-3.965534465810872645e-06,5.864888626229610521e-12,-1.046742873896981073e-11,9.989653177477901824e-01,-4.532077423900821717e-02,9.987269530004443396e-01,-4.993669158893892374e-02,3.484442520817682132e-01,-2.205344172436472945e+03,1.017919879487374279e+00,-2.001234935882483114e+03,1.535988054264700031e-01,-7.238655292639505079e-02,3.412261948608332878e-07
5.100000000000000000e+09,-3.003411122392745183e-05,-5.548402144172623880e-06,-3.502016920799239178e-05,-3.873046295543925518e-06,5.828840078588874219e-12,-1.036128632486696010e-11,9.989610977225633626e-01,-4.541136532242944640e-02,9.987216553851471224e-01,-5.003623280915195370e-02,3.521867349746189979e-01,-2.200939969297974130e+03,1.026450278669900573e+00,-1.997248094060999847e+03,1.536026379789732221e-01,-7.253004056453959958e-02,3.374128254069557411e-07
5.110000000000000000e+09,-3.010941271447065411e-05,-5.477476511967489178e-06,-3.510153921608897664e-05,-3.780121318233340279e-06,5.795896217944376177e-12,-1.025760917330280540e-11,9.989568685825183092e-01,-4.550196528385940659e-02,9.987163564515921799e-01,-5.013578349233523829e-02,3.559195349292506583e-01,-2.196552863920599520e+03,1.034542946108125472e+00,-1.993276715292171957e+03,1.536064742674453365e-01,-7.267355870423186648e-02,3.337197215888601573e-07
5.120000000000000000e+09,-3.018455852567094498e-05,-5.406182014176111901e-06,-3.518267395883299935e-05,-3.686760087132868299e-06,5.765973969882453865e-12,-1.015645137067577884e-11,9.989526303502369586e-01,-4.559257406357056230e-02,9.987110562034752226e-01,-5.023534378140793316e-02,3.596415988734153468e-01,-2.192182759860363603e+03,1.042202322955912530e+00,-1.989320704259630247e+03,1.536103143072951316e-01,-7.281710733766184884e-02,3.301466042957045928e-07
5.130000000000000000e+09,-3.025954720351232952e-05,-5.334518958719945683e-06,-3.526357159783885569e-05,-3.592963163081852228e-06,5.738989412822177588e-12,-1.005786500665924880e-11,9.989483830480967441e-01,-4.568319160275552404e-02,9.987057546401255648e-01,-5.033491381842949280e-02,3.633518997356156577e-01,-2.187829561351375105e+03,1.049432972882116788e+00,-1.985379966453047700e+03,1.536141581298295089e-01,-7.296068644091266431e-02,3.266931347299299629e-07
5.140000000000000000e+09,-3.033437729476476789e-05,-5.262487658720741106e-06,-3.534423029670584454e-05,-3.498731114462355536e-06,5.714857822931151113e-12,-9.961900164809585089e-12,9.989441266982529433e-01,-4.577381784354026678e-02,9.987004517565486461e-01,-5.043449374455673956e-02,3.670494367397033053e-01,-2.183493173299218597e+03,1.056239577762147386e+00,-1.981454408161377387e+03,1.536180057822194855e-01,-7.310429597478747266e-02,3.233589113316332234e-07
5.150000000000000000e+09,-3.040904734700703509e-05,-5.190088432490665056e-06,-3.542464822106188162e-05,-3.404064517156564382e-06,5.693493718949274729e-12,-9.868604914087055243e-12,9.989398613226248003e-01,-4.586445272899886128e-02,9.986951475434695524e-01,-5.053408370000095351e-02,3.707332356665874462e-01,-2.179173501274455703e+03,1.062626933407429197e+00,-1.977543936466133346e+03,1.536218573274328314e-01,-7.324793588560557511e-02,3.201434668395438854e-07
5.160000000000000000e+09,-3.048355590864935025e-05,-5.117321603522392136e-06,-3.550482353860581042e-05,-3.308963954503154407e-06,5.674810906904771260e-12,-9.778025301281026303e-12,9.989355869428790946e-01,-4.595509620316762245e-02,9.986898419873777577e-01,-5.063368382398625300e-02,3.744023490898393813e-01,-2.174870451506215431e+03,1.068599945345700908e+00,-1.973648459234716483e+03,1.536257128441473607e-01,-7.339160610601035140e-02,3.170462655204853355e-07
5.170000000000000000e+09,-3.055790152895547745e-05,-5.044187500479141018e-06,-3.558475441914789718e-05,-3.213430017253732906e-06,5.658722524709772482e-12,-9.690205344329927223e-12,9.989313035804150420e-01,-4.604574821105748145e-02,9.986845350705714219e-01,-5.073329425470831516e-02,3.780558566063375037e-01,-2.170583930875926853e+03,1.074163624642039405e+00,-1.969767885113780494e+03,1.536295724266400486e-01,-7.353530655575853114e-02,3.140667005994414046e-07
5.180000000000000000e+09,-3.063208275806478584e-05,-4.970686457184376211e-06,-3.566443903464886893e-05,-3.117463303529049349e-06,5.645141086620630004e-12,-9.605187026527134636e-12,9.989270112563490844e-01,-4.613640869866537930e-02,9.986792267712046867e-01,-5.083291512929451889e-02,3.816928650086717778e-01,-2.166313846911127257e+03,1.079323083798776617e+00,-1.965902123522630745e+03,1.536334361846476981e-01,-7.367903714248962010e-02,3.112040919220792701e-07
5.190000000000000000e+09,-3.070609814701378458e-05,-4.896818812611769032e-06,-3.574387555925729140e-05,-3.021064418774611696e-06,5.633978527549819930e-12,-9.523010291603128853e-12,9.989227099915017893e-01,-4.622707761298631979e-02,9.986739170633343043e-01,-5.093254658376408783e-02,3.853125084630740771e-01,-2.162060107779391728e+03,1.084083532666791028e+00,-1.962051084646685695e+03,1.536373042432094271e-01,-7.382279776250728898e-02,3.084576838808343892e-07
5.200000000000000000e+09,-3.077994624775757653e-05,-4.822584910874903612e-06,-3.582306216934535439e-05,-2.924233975716721157e-06,5.625146247216173301e-12,-9.443713039674623996e-12,9.989183998063820846e-01,-4.631775490202393042e-02,9.986686059169669338e-01,-5.103218875298864976e-02,3.889139486599624829e-01,-2.157822622282357315e+03,1.088450274435145193e+00,-1.958214679430948536e+03,1.536411767424789299e-01,-7.396658830152638697e-02,3.058266436343845101e-07
5.210000000000000000e+09,-3.085362561319077314e-05,-4.747985101216831287e-06,-3.590199704354305810e-05,-2.826972594317828892e-06,5.618555154120469631e-12,-9.367331124051209777e-12,9.989140807211757123e-01,-4.640844051480039201e-02,9.986632932981088784e-01,-5.113184177065481506e-02,3.924963749192422191e-01,-2.153601299849848147e+03,1.092428701654652556e+00,-1.954392819573547513e+03,1.536450538375241093e-01,-7.411040863542293911e-02,3.033100596485223949e-07
5.220000000000000000e+09,-3.092713479716843316e-05,-4.673019737999779991e-06,-3.598067836277109153e-05,-2.729280901732317930e-06,5.614115709333398591e-12,-9.293898348889790400e-12,9.989097527557297962e-01,-4.649913440136525800e-02,9.986579791688151575e-01,-5.123150576922643612e-02,3.960590043015463912e-01,-2.149396050534095139e+03,1.096024292317405280e+00,-1.950585417519297152e+03,1.536489356980973719e-01,-7.425425863096427048e-02,3.009069405840694808e-07
5.230000000000000000e+09,-3.100047235452628295e-05,-4.597689180694639195e-06,-3.605910431027163057e-05,-2.631159532261998362e-06,5.611737970083951437e-12,-9.223446467687122212e-12,9.989054159295408519e-01,-4.658983651280473870e-02,9.986526634872386898e-01,-5.133118087990800466e-02,3.996010816842169300e-01,-2.145206785004054836e+03,1.099242605988340893e+00,-1.946792386453310655e+03,1.536528225083914623e-01,-7.439813814652990187e-02,2.986162145546219147e-07
5.240000000000000000e+09,-3.107363684110107244e-05,-4.521993793870478717e-06,-3.613727307163838400e-05,-2.532609127311810061e-06,5.611331633135448361e-12,-9.156005182600835745e-12,9.989010702617431292e-01,-4.668054680124979899e-02,9.986473462076832508e-01,-5.143086723260791721e-02,4.031218798082218391e-01,-2.141033414539812384e+03,1.102089279982415571e+00,-1.943013640294647530e+03,1.536567144667743134e-01,-7.454204703281717970e-02,2.964367287735232612e-07
5.250000000000000000e+09,-3.114662681375038208e-05,-4.445933947183870179e-06,-3.621518283484432193e-05,-2.433630335345516504e-06,5.612806077937723815e-12,-9.091602144588844727e-12,9.988967157710951783e-01,-4.677126521988250046e-02,9.986420272806539877e-01,-5.153056495590457170e-02,4.066206993147518656e-01,-2.136875851027086355e+03,1.104570025588972326e+00,-1.939249093689991923e+03,1.536606117854991127e-01,-7.468598513353073842e-02,2.943672496056738022e-07
5.260000000000000000e+09,-3.121944083037225375e-05,-4.369510015368476124e-06,-3.629283179026859113e-05,-2.334223811841721317e-06,5.616070409543786702e-12,-9.030262954357776512e-12,9.988923524759690808e-01,-4.686199172294414766e-02,9.986367066529102665e-01,-5.163027417701145788e-02,4.100968687632484677e-01,-2.132734006951808169e+03,1.106690624362300035e+00,-1.935498662007383246e+03,1.536645146904043746e-01,-7.482995228606366400e-02,2.924064630355776502e-07
