frequency_Hz,S11_real,S11_imag,S21_real,S21_imag,S11_dB,S21_dB,S21_phase_unwrapped_rad,group_delay_s,Zin_real_ohm,Zin_imag_ohm,Vrx_50ohm_per_tx_inc_real,Vrx_50ohm_per_tx_inc_imag,Vrx_open_circuit_equivalent_per_tx_inc_real,Vrx_open_circuit_equivalent_per_tx_inc_imag
8.420000000000000000e+08,2.087223617387725938e-01,-3.436372158704230628e-01,-1.190426395114231456e-01,1.536279867908721918e-02,-7.914200987916570895e+00,-1.841421451742778359e+01,-3.269936191940867154e+00,3.261565236960064338e-09,5.632496222570487276e+01,-4.617496088611434857e+01,-1.189680718597331960e-01,1.606236196529225654e-02,-2.381519362213019297e-01,1.440235218806984463e-01
8.440000000000000000e+08,2.029572631766260182e-01,-3.327930511528558455e-01,-1.193421648836941323e-01,2.040814066422497186e-02,-8.183196872625664753e+00,-1.833894336056517105e+01,-3.310959694401842235e+00,3.266963433359946266e-09,5.683813133135009110e+01,-4.460863396978492545e+01,-1.192378003337340592e-01,2.111179267150899153e-02,-2.359475107997489607e-01,1.514915973705751040e-01
8.460000000000000000e+08,1.975463415547345780e-01,-3.217630101334789106e-01,-1.193788968743677154e-01,2.550103668090505579e-02,-8.460145241976338326e+00,-1.826766402167580594e+01,-3.352043938515188781e+00,3.271238010942864709e-09,5.735692965355033834e+01,-4.304733174366937476e+01,-1.192442814102808585e-01,2.620723885738797040e-02,-2.334709645154424418e-01,1.589335367766044060e-01
8.480000000000000000e+08,1.924981875084274818e-01,-3.105655353470854196e-01,-1.191487868064226435e-01,3.062457234323197330e-02,-8.744975765749812169e+00,-1.820037723780255590e+01,-3.393174872828415012e+00,3.274400716009445895e-09,5.788121379918911913e+01,-4.149116001865099435e+01,-1.189835652716269704e-01,3.133174951279735221e-02,-2.307220162191680191e-01,1.663374662833482787e-01
8.500000000000000000e+08,1.878200614505737553e-01,-2.992195623552987849e-01,-1.186491031644574395e-01,3.576151893966143802e-02,-9.037550638910612832e+00,-1.813707871337480881e+01,-3.434338604389786109e+00,3.276464948941226188e-09,5.841083563148631441e+01,-3.994021675807679372e+01,-1.184530221108750919e-01,3.646806710705503829e-02,-2.277009721022204836e-01,1.736914601539713832e-01
8.520000000000000000e+08,1.835178629958582053e-01,-2.877444014982127318e-01,-1.178784541423861520e-01,4.089445294688789923e-02,-9.337648698216870713e+00,-1.807775930205632520e+01,-3.475521418535122198e+00,3.277445614309013535e-09,5.894564254149121751e+01,-3.839459222459462495e+01,-1.176513639516763299e-01,4.159874731569287304e-02,-2.244087300271647711e-01,1.809835679764255356e-01
8.540000000000000000e+08,1.795961123592187680e-01,-2.761596180163966019e-01,-1.168367980726134903e-01,4.600587678162662564e-02,-9.644946243204296721e+00,-1.802240518405742975e+01,-3.516709796905410190e+00,3.277358988780031630e-09,5.948547765311825941e+01,-3.685436910102338004e+01,-1.165786543362128252e-01,4.670627990871606405e-02,-2.208467835013298575e-01,1.882018424282685121e-01
8.560000000000000000e+08,1.760579437331966646e-01,-2.644849118551320100e-01,-1.155254417508956022e-01,5.107833946744317483e-02,-9.958994064743798447e+00,-1.797099803837261334e+01,-3.557890433913742712e+00,3.276222605944467800e-09,6.003017997075305345e+01,-3.531962257494663504e+01,-1.152363059042970095e-01,5.177320947732205747e-02,-2.170172251916377415e-01,1.953343677584821192e-01
8.580000000000000000e+08,1.729051104987136822e-01,-2.527399984414644418e-01,-1.139470268219478222e-01,5.609455591573807992e-02,-1.027919021705316283e+01,-1.792351520963575950e+01,-3.599050251868291195e+00,3.274055157058325827e-09,6.057958447958554871e+01,-3.379042037834373957e+01,-1.136270660371166558e-01,5.678225469901399675e-02,-2.129227498341783598e-01,2.023692891636592051e-01
8.600000000000000000e+08,1.701380019789774378e-01,-2.409444916858141106e-01,-1.121055045363760078e-01,6.103752355947514308e-02,-1.060474818098465022e+01,-1.787992986949159402e+01,-3.640176414944641614e+00,3.270876406607026013e-09,6.113352220974731921e+01,-3.226682277527712728e+01,-1.117549908843941397e-01,6.171642488148709749e-02,-2.085666563505255700e-01,2.092948432078480803e-01
8.620000000000000000e+08,1.677556713087723361e-01,-2.291177904045603730e-01,-1.100060993276442550e-01,6.589063513427945162e-02,-1.093466030418043466e+01,-1.784021117256355637e+01,-3.681256342186664199e+00,3.266707121524791008e-09,6.169182027603229557e+01,-3.074888249241791627e+01,-1.096254082314775113e-01,6.655913258261655918e-02,-2.039528489459343230e-01,2.160993894007851579e-01
8.640000000000000000e+08,1.657558738632906592e-01,-2.172789692894495361e-01,-1.076552617866859685e-01,7.063778647283366907e-02,-1.126765683013156050e+01,-1.780432440725849830e+01,-3.722277719699937037e+00,3.261569012848660592e-09,6.225430190547339748e+01,-2.923664458900970331e+01,-1.072448697912864596e-01,7.129430117601712191e-02,-1.990858369331845457e-01,2.227714430086968345e-01
8.660000000000000000e+08,1.641351155734758205e-01,-2.054466754653240246e-01,-1.050606117297459841e-01,7.526347826365904770e-02,-1.160216152179018856e+01,-1.777223114178776342e+01,-3.763228512186196806e+00,3.255484688548073877e-09,6.282078646532418986e+01,-2.773014626471195854e+01,-1.046210936234403671e-01,7.590646631755970652e-02,-1.939707330007098274e-01,2.292997091260570164e-01
8.680000000000000000e+08,1.628887103500514799e-01,-1.936390315811862273e-01,-1.022308721606628307e-01,7.975291082273433529e-02,-1.193624593294209113e+01,-1.774388936590467125e+01,-3.804096973951268890e+00,3.248477616240464200e-09,6.339108950404934006e+01,-2.622941660562404564e+01,-1.017628974878637266e-01,8.038087036627039605e-02,-1.886132496255636948e-01,2.356731179863948422e-01
8.700000000000000000e+08,1.620108457472473618e-01,-1.818735462728204022e-01,-9.917579502086110166e-02,8.409207103420095197e-02,-1.226758585699799653e+01,-1.771925362896136136e+01,-3.844871659502450356e+00,3.240572094479674479e-09,6.396502281776585619e+01,-2.473447627065381482e+01,-9.868012403151071865e-02,8.470354892140356806e-02,-1.830196933214892629e-01,2.418808614363216203e-01
8.720000000000000000e+08,1.614946559205613363e-01,-1.701670327198695765e-01,-9.590607969784201159e-02,8.826781073280694223e-02,-1.259342541068946453e+01,-1.769827517497397196e+01,-3.885541433834834191e+00,3.231793231289389472e-09,6.454239455418287719e+01,-2.324533712222504533e+01,-9.538355878359955353e-02,8.886140875435907804e-02,-1.771969564104448058e-01,2.479124304404931867e-01
8.740000000000000000e+08,1.613323008714958595e-01,-1.585355358985012786e-01,-9.243328532525185715e-02,9.226791592375047091e-02,-1.291055649102289138e+01,-1.768090207545537496e+01,-3.926095482489171395e+00,3.222166928599620057e-09,6.512300936546655805e+01,-2.176200180711373378e+01,-9.188484199624233351e-02,9.284229653748836408e-02,-1.711525060130482390e-01,2.537576534273056628e-01
8.760000000000000000e+08,1.615150509264626499e-01,-1.469942690044480915e-01,-8.876973795418313662e-02,9.608116636326159699e-02,-1.321532366309656048e+01,-1.766707936083032138e+01,-3.966523321447060990e+00,3.211719871239218910e-09,6.570666862060373603e+01,-2.028446329492063427e+01,-8.819637541310602902e-02,9.663505789977677729e-02,-1.648943699698414422e-01,2.594067352270902904e-01
8.780000000000000000e+08,1.620333753671613641e-01,-1.355575593924375211e-01,-8.492843370606857623e-02,9.969738515357751130e-02,-1.350366626122053404e+01,-1.765674915128782629e+01,-4.006814806912160520e+00,3.200479519129360173e-09,6.629317068674951940e+01,-1.881270438331744543e+01,-8.433122507861862127e-02,1.002295864698599936e-01,-1.584311194314171889e-01,2.648502962977761777e-01
8.800000000000000000e+08,1.628770341156251245e-01,-1.242388042485973038e-01,-8.092293903236370822e-02,1.031074781369894916e-01,-1.377120961524796527e+01,-1.764985078795191242e+01,-4.046960145009153464e+00,3.188474101324953830e-09,6.688231128773338696e+01,-1.734669718069355682e+01,-8.030302131424317535e-02,1.036168626979144386e-01,-1.517718478912526980e-01,2.700794118789784370e-01
8.820000000000000000e+08,1.640351713784893306e-01,-1.130504360844471895e-01,-7.676728920549287516e-02,1.063034630034341982e-01,-1.401341458423536146e+01,-1.764632096526285210e+01,-4.086949901415229292e+00,3.175732610555730125e-09,6.747388394636359976e+01,-1.588640257816753554e+01,-7.612585698681720303e-02,1.067889823777070785e-01,-1.449261464804348642e-01,2.750856506657923251e-01
8.840000000000000000e+08,1.654964101713360114e-01,-1.020038980162821241e-01,-7.247588614977425181e-02,1.092784881528350849e-01,-1.422578784609907210e+01,-1.764609386545794578e+01,-4.126775010921851283e+00,3.162284796926908470e-09,6.806768051543190268e+01,-1.443176972406766900e+01,-7.181418517741862406e-02,1.097391749166876374e-01,-1.379040753979342004e-01,2.798611125498527419e-01
8.860000000000000000e+08,1.672489466744472575e-01,-9.110962867382040031e-02,-6.806339669093014466e-02,1.120268414753661512e-01,-1.440414433631773683e+01,-1.764910129602256106e+01,-4.166426786907904578e+00,3.148161159458344156e-09,6.866349180039595979e+01,-1.298273551489155864e+01,-6.738271732837357308e-02,1.124618115237464300e-01,-1.307161314129094420e-01,2.843984649390946529e-01
8.880000000000000000e+08,1.692806434150581074e-01,-8.037705646862473852e-02,-6.354465225928082606e-02,1.145439493283970100e-01,-1.454489920673267278e+01,-1.765527283094847988e+01,-4.205896930688821200e+00,3.133392934167515937e-09,6.926110827463412534e+01,-1.153922411740609988e+01,-6.284632290182516623e-02,1.149524035995435761e-01,-1.233732114457507106e-01,2.886909771406727110e-01
8.900000000000000000e+08,1.715791203270755350e-01,-6.981460284726638543e-02,-5.893455102585937189e-02,1.168263660966475520e-01,-1.464535319252136425e+01,-1.766453595658803266e+01,-4.245177540690229456e+00,3.118012077437690004e-09,6.986032088595842993e+01,-1.010114653689430497e+01,-5.821993152679239003e-02,1.172075917217077767e-01,-1.158865723108482709e-01,2.927325522750876541e-01
8.920000000000000000e+08,1.741318428060334711e-01,-5.942969405795092697e-02,-5.424796338374129195e-02,1.188717548207498115e-01,-1.470392739844228203e+01,-1.767681622282715992e+01,-4.284261121379079995e+00,3.102051243463073729e-09,7.046092195077542897e+01,-8.668400246592760539e+00,-5.351843854414025520e-02,1.192251257154361005e-01,-1.082677867848262226e-01,2.965177561850363963e-01
8.940000000000000000e+08,1.769262059533774079e-01,-4.922878087324576019e-02,-4.949964161016957159e-02,1.206788594678922522e-01,-1.472030590137941353e+01,-1.769203740021991678e+01,-4.323140591870412663e+00,3.085543754626194139e-09,7.106270612995373881e+01,-7.240868893046120469e+00,-4.875661478167038487e-02,1.210038363880142354e-01,-1.005286962472701079e-01,3.000418428108399538e-01
8.960000000000000000e+08,1.799496142885440297e-01,-3.921736563666292086e-02,-4.470413446006245989e-02,1.222474694955902608e-01,-1.469545879127754517e+01,-1.771012164362952745e+01,-4.361809294113989210e+00,3.068523563744157154e-09,7.166547147813612639e+01,-5.818422091437096100e+00,-4.394902130612880764e-02,1.225435995826140434e-01,-9.268136022474215974e-02,3.033007755262256411e-01
8.980000000000000000e+08,1.831895562982149284e-01,-2.940003593777223978e-02,-3.987570734972437081e-02,1.235783774251788814e-01,-1.463154113647484067e+01,-1.773098966280804234e+01,-4.400261000552217361e+00,3.051025207218381771e-09,7.226902055598621644e+01,-4.400915323916477995e+00,-3.910992980681136238e-02,1.238452932717165611e-01,-8.473800325075535322e-02,3.062912439641148898e-01
9.000000000000000000e+08,1.866336732879422533e-01,-1.978050416975636605e-02,-3.502826869263729603e-02,1.246733301948544370e-01,-1.453168770315986791e+01,-1.775456090021733502e+01,-4.438489921129306737e+00,3.033083748241517405e-09,7.287316159273903793e+01,-2.988189952565792673e+00,-3.425324916823770105e-02,1.249107484631557519e-01,-7.671095953200299244e-02,3.090106759118115831e-01
9.020000000000000000e+08,1.902698221005243995e-01,-1.036165218513005783e-02,-3.017530284866721049e-02,1.255349751026905436e-01,-1.439974121413665209e+01,-1.778075371624986545e+01,-4.476490709521804057e+00,3.014734709355013034e-09,7.347770968449870566e+01,-1.580073356888121783e+00,-2.939245868862866082e-02,1.257426947317830113e-01,-6.861261598198208078e-02,3.114572439180997021e-01
9.040000000000000000e+08,1.940861313664078436e-01,-1.145580239797394607e-03,-2.532981004548754897e-02,1.261668011779209786e-01,-1.423995862971575477e+01,-1.780948558184935493e+01,-4.514258468452760020e+00,2.996013993810578374e-09,7.408248801204631206e+01,-1.763792036641562977e-01,-2.454054829827422707e-02,1.263447012170251793e-01,-6.045535424483620968e-02,3.136298663302686807e-01
9.060000000000000000e+08,1.980710510524508472e-01,7.866340597359753120e-03,-2.050425352809429752e-02,1.265730768340047330e-01,-1.405673531734900727e+01,-1.784067327835960626e+01,-4.551788753945862354e+00,2.976957795372768763e-09,7.468732906054857779e+01,1.223092145323592339e+00,-1.970996602890833296e-02,1.267211139412440790e-01,-5.225149238253836564e-02,3.155282025655323785e-01
9.080000000000000000e+08,2.022133951751241276e-01,1.667341339296598071e-02,-1.571051409042630367e-02,1.267587846598510204e-01,-1.385437489348066720e+01,-1.787423310424771117e+01,-4.589077578372680932e+00,2.957602496404854448e-09,7.529207582254140618e+01,2.618553084769636552e+00,-1.491257288337389207e-02,1.268769903060988635e-01,-4.401322693530357322e-02,3.171526425168396113e-01
9.100000000000000000e+08,2.065023776411602507e-01,2.527555846838342585e-02,-1.095985204383079746e-02,1.267295541965490213e-01,-1.363691818107664844e+01,-1.791008108815566402e+01,-4.626121412145417722e+00,2.937984554301184114e-09,7.589658296494299350e+01,4.010228076349627635e+00,-1.015960515567945234e-02,1.268180316145316733e-01,-3.575257608682103766e-02,3.185042900953943823e-01
9.120000000000000000e+08,2.109276412714931048e-01,3.367325548030145749e-02,-6.262876581728008332e-03,1.264915935266190949e-01,-1.340803233761027613e+01,-1.794813320753759101e+01,-4.662917183909902619e+00,2.918140376573647972e-09,7.650071794066252551e+01,5.398352820926916706e+00,-5.461644156313106430e-03,1.265505144451579966e-01,-2.748132467109604127e-02,3.195849410186907824e-01
9.140000000000000000e+08,2.154792801517951828e-01,4.186748522102279324e-02,-1.629522409624119131e-03,1.260516204719873412e-01,-1.317095288664021879e+01,-1.798830561193845767e+01,-4.699462279098919559e+00,2.898106185156258448e-09,7.710436202562806329e+01,6.783173298042625810e+00,-8.285932076848559393e-04,1.260812216745486602e-01,-1.921097174577885563e-02,3.203970550606798362e-01
9.160000000000000000e+08,2.201478555339708154e-01,4.985967185510559868e-02,2.930966574324560692e-03,1.254167941564613975e-01,-1.292846732281170752e+01,-1.803051484977035557e+01,-4.735754536714783747e+00,2.877917870757702557e-09,7.770741126277943067e+01,8.164944681131888871e+00,3.730338309131026910e-03,1.254173739020340017e-01,-1.095268142738888353e-02,3.209437230868160129e-01
9.180000000000000000e+08,2.249244055865664560e-01,5.765162625906386507e-02,7.410046839657523192e-03,1.245946476394896169e-01,-1.268292821199127829e+01,-1.807467809724681373e+01,-4.771792244222175405e+00,2.857610838367349824e-09,7.830977729573321255e+01,9.543930139660080414e+00,8.206644151547950322e-03,1.245665619822778208e-01,-2.717237637320986301e-03,3.212286292980927604e-01
9.200000000000000000e+08,2.298004493575068752e-01,6.524549107367609568e-02,1.179987838489613035e-02,1.235930222715289906e-01,-1.243628499288807276e+01,-1.812071338794916997e+01,-4.807574130447849647e+00,2.837219845292388373e-09,7.891138807642893482e+01,1.092039954193633022e+01,1.259252401995314408e-02,1.235366813140745118e-01,5.484996655267605596e-03,3.212560092018420521e-01
9.220000000000000000e+08,2.347679853691161389e-01,7.264368801533760411e-02,1.609332191960654440e-02,1.224200043586266551e-01,-1.219012588422235055e+01,-1.816853984132562161e+01,-4.843099356402894351e+00,2.816778833372641825e-09,7.951218843305240114e+01,1.229462807466625307e+01,1.688088039242308103e-02,1.223358684708168859e-01,1.364411518518670458e-02,3.210306039102263642e-01
9.240000000000000000e+08,2.398194853126601744e-01,7.984886792504233832e-02,2.028393053759534187e-02,1.210838646560687543e-01,-1.194572364731558700e+01,-1.821807788826911079e+01,-4.878367503965536756e+00,2.796320757275185369e-09,8.011214048687719469e+01,1.366689479728944789e+01,2.106530986271165640e-02,1.209724406900992560e-01,2.175069871947632807e-02,3.205576114375319752e-01
9.260000000000000000e+08,2.449478833472479855e-01,8.686386396230989793e-02,2.436593639249662671e-02,1.195930011394516490e-01,-1.170408102950851159e+01,-1.826924949178813407e+01,-4.913378562387983983e+00,2.775877411003734016e-09,8.071122390929494372e+01,1.503748115075580394e+01,2.514008949507768459e-02,1.194548386682418306e-01,2.979583964501103521e-02,3.198426357224761207e-01
9.280000000000000000e+08,2.501465615357725825e-01,9.369164827790536776e-02,2.833423291810682060e-02,1.179558854275665758e-01,-1.146597335497558845e+01,-1.832197836068032260e+01,-4.948132912618939727e+00,2.755479254966357915e-09,8.130943601316147351e+01,1.640666944158068574e+01,2.910015874023084634e-02,1.177915730314318954e-01,3.777116060685340587e-02,3.188916341401786259e-01
9.300000000000000000e+08,2.554093319686771002e-01,1.003352924248712696e-01,3.218435315712584593e-02,1.161810131563220383e-01,-1.123198692474000282e+01,-1.837619015404649403e+01,-4.982631309464156111e+00,2.735155246113665630e-09,8.190679167560115559e+01,1.777474132276025287e+01,3.294109747759652040e-02,1.159911747799346887e-01,4.566882710213165941e-02,3.177108642891439683e-01
9.320000000000000000e+08,2.607304161348460991e-01,1.067979316933807821e-01,3.591244477360498039e-02,1.142768585278088056e-01,-1.100255269907974665e+01,-1.843181267444631999e+01,-5.016874861639884386e+00,2.714932673790621698e-09,8.250332309249812113e+01,1.914197629340016960e+01,3.665910076036649201e-02,1.140621499266770422e-01,5.348155404921156597e-02,3.163068308410350582e-01
9.340000000000000000e+08,2.661044220981932940e-01,1.130827334824267005e-01,3.951524232667536635e-02,1.122518331847197903e-01,-1.077797524877397883e+01,-1.848877604749947068e+01,-5.050865009807926853e+00,2.694837004022535940e-09,8.309907936799240247e+01,2.050865023871401149e+01,4.025095084171897986e-02,1.120129384776341191e-01,6.120260646541451910e-02,3.146862332253031469e-01
9.360000000000000000e+08,2.715263200290511936e-01,1.191928697514765545e-01,4.299003737650597401e-02,1.101142494887863699e-01,-1.055845725959487780e+01,-1.854701288578041485e+01,-5.084603502715559387e+00,2.674891734980220073e-09,8.369412594532049354e+01,2.187503403139229974e+01,4.371398705362557896e-02,1.098518778299534815e-01,6.882579449553893891e-02,3.128559148874733853e-01
9.380000000000000000e+08,2.769914166217732343e-01,1.251314935289594699e-01,4.633464697844901642e-02,1.078722882137171518e-01,-1.034412002589583324e+01,-1.860645843494309659e+01,-5.118092371598022439e+00,2.655118266335717040e-09,8.428854388820907673e+01,2.324139221424748314e+01,4.704607409435494769e-02,1.075871705956721325e-01,7.634546313505097270e-02,3.108228148102520905e-01
9.400000000000000000e+08,2.824953289048597882e-01,1.309017193927368705e-01,4.954738109869526175e-02,1.055339705992548172e-01,-1.013502042632118183e+01,-1.866705070014290513e+01,-5.151333903035016704e+00,2.635535785125220173e-09,8.488242902469784212e+01,2.460798178254722401e+01,5.024556925785912675e-02,1.052268567951386430e-01,8.375647708358494037e-02,3.085939219222688656e-01
9.420000000000000000e+08,2.880339579180872245e-01,1.365066077812848999e-01,5.262700945522227197e-02,1.031071346542147271e-01,-9.931164874830345823e+00,-1.872873055099893946e+01,-5.184330610484603419e+00,2.616161170574810115e-09,8.547589096766715500e+01,2.597505108258487994e+01,5.331128910842859725e-02,1.027787903056547186e-01,9.105420124407187510e-02,3.061762329421497952e-01
9.440000000000000000e+08,2.936034626935685177e-01,1.419491529439226851e-01,5.557272825228234264e-02,1.005994155434289938e-01,-9.732520708656354103e+00,-1.879144180355676141e+01,-5.217085204747695215e+00,2.597008920127029358e-09,8.606905202843643110e+01,2.734283884087102123e+01,5.624247606823833123e-02,1.002506193980891719e-01,9.823447744875521415e-02,3.035767141181392459e-01
9.460000000000000000e+08,2.992002349352447799e-01,1.472322742945360863e-01,5.838412723604273491e-02,9.801822984695814089e-02,-9.539025427879096242e+00,-1.885513127796803090e+01,-5.249600563642827566e+00,2.578091098627825729e-09,8.666204604154081892e+01,2.871157333590350547e+01,5.903876534457819236e-02,9.764977114784956225e-02,1.052935980442158692e-01,3.008022672281078780e-01
9.480000000000000000e+08,3.048208747450240064e-01,1.523588108962950494e-01,6.106115745423100483e-02,9.537076344018106944e-02,-9.350594149095259766e+00,-1.891974883089535808e+01,-5.281879701193568977e+00,2.559417312300512170e-09,8.725501712015832823e+01,3.008147172184993678e+01,6.170015257864099739e-02,9.498343946705307961e-02,1.122282770025109511e-01,2.978597001042022074e-01
9.500000000000000000e+08,3.104621676946708875e-01,1.573315187751158917e-01,6.360410005477885875e-02,9.266396271070988233e-02,-9.167125584093813728e+00,-1.898524736197299134e+01,-5.313925736649179221e+00,2.540994708752940051e-09,8.784811836263598650e+01,3.145273951071913032e+01,6.422696254975354679e-02,9.225857647228992431e-02,1.190356192443663697e-01,2.947557018432527820e-01
9.520000000000000000e+08,3.161210634915805340e-01,1.621530707371775515e-01,6.601353640847150428e-02,8.990452880267447988e-02,-8.988506806642526215e+00,-1.905158279400075827e+01,-5.345741863672199834e+00,2.522828003847104788e-09,8.844151053113856165e+01,3.282557021675580700e+01,6.661981921885737346e-02,8.948188687718648671e-02,1.257130888631020627e-01,2.914968227610069129e-01
9.540000000000000000e+08,3.217946564347865523e-01,1.668260583506948058e-01,6.829031978952398996e-02,8.709891456077881178e-02,-8.814617027884425582e+00,-1.911871402691404143e+01,-5.377331320034431705e+00,2.504919535810707483e-09,8.903536072362362574e+01,3.420014516393858628e+01,6.887961734389641544e-02,8.665982508105177229e-02,1.322584769252061476e-01,2.880894590477592332e-01
9.560000000000000000e+08,3.274801678058570364e-01,1.713529957441698448e-01,7.043554879676430791e-02,8.425332383555915461e-02,-8.645330563841287841e+00,-1.918660286594823816e+01,-5.408697358164492819e+00,2.487269346501707641e-09,8.962984106013645658e+01,3.557663345462462701e+01,7.100749584849436191e-02,8.379859461412739186e-02,1.386698694960815104e-01,2.845398419873214624e-01
9.580000000000000000e+08,3.331749302887495601e-01,1.757363248723438631e-01,7.245054264765780905e-02,8.137371280721807099e-02,-8.480519146949539788e+00,-1.925521392479603477e+01,-5.439843216886183441e+00,2.469875289262987103e-09,9.022512740384038921e+01,3.695519209464918475e+01,7.300481307485588711e-02,8.090414959610853218e-02,1.449456164987358853e-01,2.808540315125788167e-01
9.600000000000000000e+08,3.388763744639670672e-01,1.799784219065383439e-01,7.433681842860624667e-02,7.846579298793358859e-02,-8.320053706952268868e+00,-1.932451450493089951e+01,-5.470772094676743968e+00,2.452733162328821634e-09,9.082139813626686475e+01,3.833596626756200720e+01,7.487312400304156623e-02,7.798219786731758196e-02,1.510843019605313253e-01,2.770379137908452472e-01
9.620000000000000000e+08,3.445820173763630145e-01,1.840816044176569743e-01,7.609607033859752678e-02,7.553503557120444523e-02,-8.163805724248847540e+00,-1.939447445263353842e+01,-5.501487124758088321e+00,2.435836866289046969e-09,9.141883300501488918e+01,3.971908974823573857e+01,7.661415947245399372e-02,7.503820546075007369e-02,1.570847161402493253e-01,2.730972024624371275e-01
9.640000000000000000e+08,3.502894531333266004e-01,1.880481390371930295e-01,7.773015092009014082e-02,7.258667681102554115e-02,-8.011648240352531758e+00,-1.946506599560274609e+01,-5.531991352312560117e+00,2.419178583680081254e-09,9.201761206057814491e+01,4.110468544383669354e+01,7.822980739823844065e-02,7.207740209760249428e-02,1.629458299565176849e-01,2.690374430973626607e-01
9.660000000000000000e+08,3.559963454514802894e-01,1.918802493034967860e-01,7.924105423159247263e-02,6.962572413290747664e-02,-7.863456594847223258e+00,-1.953626356134999753e+01,-5.562287714087777779e+00,2.402748978373066229e-09,9.261791469716683878e+01,4.249286604813121215e+01,7.972209593595554200e-02,6.910478740825314048e-02,1.686667720609995036e-01,2.648640203887784317e-01
9.680000000000000000e+08,3.617004220359155697e-01,1.955801234266847377e-01,8.063090088127460031e-02,6.665696270224666375e-02,-7.719108945644740594e+00,-1.960804357986373958e+01,-5.592379020623576835e+00,2.386537412073185675e-09,9.321991881034190897e+01,4.388373479335521665e+01,8.109317851284751633e-02,6.612513760427922438e-02,1.742468088176455099e-01,2.605821675683114291e-01
9.700000000000000000e+08,3.673994706467778593e-01,1.991499217350621853e-01,8.190192481052049889e-02,6.368496220262290231e-02,-7.578486618970210031e+00,-1.968038427327775253e+01,-5.622267941298069616e+00,2.370532174932537995e-09,9.382380008204155786e+01,4.527738628240194885e+01,8.234532061368927958e-02,6.314301235426525438e-02,1.796853273647262828e-01,2.561969775078394851e-01
9.720000000000000000e+08,3.730913366839959111e-01,2.025917835981178583e-01,8.305646169091285280e-02,6.071408360645821900e-02,-7.441474326955778373e+00,-1.975326543548482761e+01,-5.651956992350507747e+00,2.354720727026894562e-09,9.442973140117621256e+01,4.667390738292004215e+01,8.348088818390024535e-02,6.016276164609644928e-02,1.849818218512347123e-01,2.517134149647591301e-01
9.740000000000000000e+08,3.787739221022697889e-01,2.059078336551676824e-01,8.409693877791421524e-02,5.774848575235835141e-02,-7.307960283678056612e+00,-1.982666820479832026e+01,-5.681448527996334263e+00,2.339089947248893256e-09,9.503788242544570153e+01,4.807337816406494113e+01,8.450233749247153259e-02,5.718853245037857497e-02,1.901358828554694236e-01,2.471363294328964011e-01
9.760000000000000000e+08,3.844451854551578229e-01,2.091001872138179007e-01,8.502586604955147953e-02,5.479213157660366845e-02,-7.177836244661996545e+00,-1.990057483287708351e+01,-5.710744734705409442e+00,2.323626386032891429e-09,9.564841928741999766e+01,4.947587285612492991e+01,8.541220628241114055e-02,5.422427503281593980e-02,1.951471899129015031e-01,2.424704680785128852e-01
9.780000000000000000e+08,3.901031428592064976e-01,2.121709547178349808e-01,8.584582844869807772e-02,5.184879387986927879e-02,-7.050997490070692209e+00,-1.997496845319322034e+01,-5.739847628668722557e+00,2.308316518249463678e-09,9.626150444526979300e+01,5.088146081306330615e+01,8.621310602679997659e-02,5.127374879701691174e-02,2.000155070045010752e-01,2.377204882695126420e-01
9.800000000000000000e+08,3.957458696663652131e-01,2.151222452189624212e-01,8.655947904294858386e-02,4.892206054363650025e-02,-6.927342767826210945e+00,-2.004983285233531731e+01,-5.768759056432550381e+00,2.293146992587756914e-09,9.687729667586850724e+01,5.229020745817435056e+01,8.690771510404782241e-02,4.834052757258880395e-02,2.047406807870165713e-01,2.328909692450740199e-01
9.820000000000000000e+08,4.013715026352085991e-01,2.179561688210685799e-01,8.716953291636225787e-02,4.601533914318366170e-02,-6.806774209612443727e+00,-2.012515224740338837e+01,-5.797480698632843321e+00,2.278104873783990448e-09,9.749595120535902026e+01,5.370217519355620084e+01,8.749877270631406523e-02,4.542800429580599875e-02,2.093226412846460049e-01,2.279864225213334983e-01
9.840000000000000000e+08,4.069782423983766551e-01,2.206748380970626200e-01,8.767876161220761189e-02,4.313186093490191386e-02,-6.689197229977670744e+00,-2.020091107266604524e+01,-5.826014076717246581e+00,2.263177874144386068e-09,9.811761996972126099e+01,5.511742425494274755e+01,8.798907329999004767e-02,4.253939506097580842e-02,2.137614047082290469e-01,2.230113006851651425e-01
9.860000000000000000e+08,4.125643560347811989e-01,2.232803685087193513e-01,8.808998795487039957e-02,4.027468422436426831e-02,-6.574520416484215701e+00,-2.027709377851759598e+01,-5.854360562498275300e+00,2.248354570954014578e-09,9.874245199544401430e+01,5.653601349461120407e+01,8.838146146624867305e-02,3.967774254928285727e-02,2.180570780245741636e-01,2.179700042910716895e-01
9.880000000000000000e+08,4.181281795699854364e-01,2.257748778864156480e-01,8.840608109184001917e-02,3.744669714760492929e-02,-6.462655416966969213e+00,-2.035368464559472201e+01,-5.882521390339438661e+00,2.233624606552198346e-09,9.937059388812397742e+01,5.795800107657694866e+01,8.867882696247494922e-02,3.684591886788731591e-02,2.222098648654916575e-01,2.128668866442132712e-01
