frequency_Hz,H_V_real,H_V_imag,H_V_magnitude,H_V_phase_rad,Zin_real_ohm,Zin_imag_ohm,Yin_real_S,Yin_imag_S
2.925000000000e+08,-4.022059232963e-02,-5.989036084323e-03,4.066404555090e-02,-2.993774055095e+00,4.787884833053e+01,-9.441738113936e+01,4.272217127152e-03,8.424838250490e-03
2.930000000000e+08,-4.105172975095e-02,-5.057495595223e-03,4.136209348233e-02,-3.019012217478e+00,4.814764925062e+01,-9.329932442663e+01,4.367941910225e-03,8.464089850730e-03
2.935000000000e+08,-4.187155430517e-02,-4.079570625907e-03,4.206982239590e-02,-3.044468604121e+00,4.841682565106e+01,-9.218361387831e+01,4.465669745660e-03,8.502448684034e-03
2.940000000000e+08,-4.267794680716e-02,-3.054511135409e-03,4.278711467196e-02,-3.070143302719e+00,4.868632718923e+01,-9.107020730379e+01,4.565424132231e-03,8.539853921121e-03
2.945000000000e+08,-4.346869536309e-02,-1.981647078172e-03,4.351384149569e-02,-3.096036282970e+00,4.895610524944e+01,-8.995906032349e+01,4.667227772950e-03,8.576242383479e-03
2.950000000000e+08,-4.424149710287e-02,-8.603953100860e-04,4.424986266637e-02,-3.122147406025e+00,4.922611301510e+01,-8.885012648472e+01,4.771102471605e-03,8.611548467044e-03
2.955000000000e+08,-4.499396031506e-02,3.097334188284e-04,4.499502638764e-02,-3.148476433641e+00,4.949630553315e+01,-8.774335737783e+01,4.877069020353e-03,8.645704066186e-03
2.960000000000e+08,-4.572360699946e-02,1.529127401286e-03,4.574916903782e-02,-3.175023036997e+00,4.976663977100e+01,-8.663870275219e+01,4.985147077912e-03,8.678638498533e-03
2.965000000000e+08,-4.642787585213e-02,2.798066856361e-03,4.651211491938e-02,-3.201786805123e+00,5.003707466606e+01,-8.553611063167e+01,5.095355037827e-03,8.710278431181e-03
2.970000000000e+08,-4.710412569813e-02,4.116716778217e-03,4.728367598672e-02,-3.228767252907e+00,5.030757116846e+01,-8.443552742914e+01,5.207709886331e-03,8.740547808954e-03
2.975000000000e+08,-4.774963938695e-02,5.485119769485e-03,4.806365155156e-02,-3.255963828640e+00,5.057809227695e+01,-8.333689805971e+01,5.322227049329e-03,8.769367785402e-03
2.980000000000e+08,-4.836162816589e-02,6.903188880181e-03,4.885182796551e-02,-3.283375921080e+00,5.084860306836e+01,-8.224016605234e+01,5.438920228019e-03,8.796656657339e-03
2.985000000000e+08,-4.893723654634e-02,8.370700474494e-03,4.964797827934e-02,-3.311002866000e+00,5.111907072111e+01,-8.114527365960e+01,5.557801222724e-03,8.822329803764e-03
2.990000000000e+08,-4.947354767824e-02,9.887287149354e-03,5.045186187887e-02,-3.338843952191e+00,5.138946453276e+01,-8.005216196519e+01,5.678879744513e-03,8.846299630127e-03
2.995000000000e+08,-4.996758924763e-02,1.145243073045e-02,5.126322409736e-02,-3.366898426913e+00,5.165975593216e+01,-7.896077098915e+01,5.802163214218e-03,8.868475518953e-03
3.000000000000e+08,-5.041633991212e-02,1.306545537321e-02,5.208179580471e-02,-3.395165500763e+00,5.192991848648e+01,-7.787103979033e+01,5.927656548533e-03,8.888763787957e-03
3.005000000000e+08,-5.081673628879e-02,1.472552079845e-02,5.290729297394e-02,-3.423644351954e+00,5.219992790330e+01,-7.678290656613e+01,6.055361932895e-03,8.907067656855e-03
3.010000000000e+08,-5.116568050878e-02,1.643161569446e-02,5.373941622550e-02,-3.452334129978e+00,5.246976202824e+01,-7.569630874926e+01,6.185278580933e-03,8.923287224183e-03
3.015000000000e+08,-5.146004835204e-02,1.818255131991e-02,5.457785035063e-02,-3.481233958651e+00,5.273940083842e+01,-7.461118310127e+01,6.317402480354e-03,8.937319455528e-03
3.020000000000e+08,-5.169669797510e-02,1.997695534453e-02,5.542226381488e-02,-3.510342938529e+00,5.300882643195e+01,-7.352746580298e+01,6.451726125202e-03,8.949058184677e-03
3.025000000000e+08,-5.187247924375e-02,2.181326596730e-02,5.627230824352e-02,-3.539660148680e+00,5.327802301391e+01,-7.244509254142e+01,6.588238234557e-03,8.958394129279e-03
3.030000000000e+08,-5.198424368119e-02,2.368972635507e-02,5.712761789086e-02,-3.569184647810e+00,5.354697687904e+01,-7.136399859347e+01,6.726923457836e-03,8.965214922735e-03
3.035000000000e+08,-5.202885504061e-02,2.560437944753e-02,5.798780909579e-02,-3.598915474728e+00,5.381567639151e+01,-7.028411890589e+01,6.867762067008e-03,8.969405164090e-03
3.040000000000e+08,-5.200320050938e-02,2.755506317793e-02,5.885247972651e-02,-3.628851648160e+00,5.408411196196e+01,-6.920538817193e+01,7.010729636195e-03,8.970846487829e-03
3.045000000000e+08,-5.190420254947e-02,2.953940616269e-02,5.972120861755e-02,-3.658992165893e+00,5.435227602228e+01,-6.812774090429e+01,7.155796709267e-03,8.969417655535e-03
3.050000000000e+08,-5.172883137598e-02,3.155482391626e-02,6.059355500308e-02,-3.689336003260e+00,5.462016299818e+01,-6.705111150458e+01,7.302928456288e-03,8.964994671452e-03
3.055000000000e+08,-5.147411807238e-02,3.359851565175e-02,6.146905795057e-02,-3.719882110946e+00,5.488776928011e+01,-6.597543432925e+01,7.452084319815e-03,8.957450924064e-03
3.060000000000e+08,-5.113716833691e-02,3.566746173147e-02,6.234723579986e-02,-3.750629412146e+00,5.515509319251e+01,-6.490064375193e+01,7.603217652342e-03,8.946657355844e-03
3.065000000000e+08,-5.071517685017e-02,3.775842183524e-02,6.322758561286e-02,-3.781576799049e+00,5.542213496186e+01,-6.382667422236e+01,7.756275346391e-03,8.932482663357e-03
3.070000000000e+08,-5.020544224857e-02,3.986793391813e-02,6.410958264000e-02,-3.812723128662e+00,5.568889668375e+01,-6.275346032187e+01,7.911197459053e-03,8.914793529929e-03
3.075000000000e+08,-4.960538268241e-02,4.199231403278e-02,6.499267981008e-02,-3.844067217993e+00,5.595538228906e+01,-6.168093681551e+01,8.067916833046e-03,8.893454893063e-03
3.080000000000e+08,-4.891255193020e-02,4.412765709461e-02,6.587630725067e-02,-3.875607838583e+00,5.622159750971e+01,-6.060903870090e+01,8.226358716707e-03,8.868330248750e-03
3.085000000000e+08,-4.812465603364e-02,4.626983867134e-02,6.675987184700e-02,-3.907343710412e+00,5.648754984399e+01,-5.953770125396e+01,8.386440385629e-03,8.839281994754e-03
3.090000000000e+08,-4.723957040878e-02,4.841451788031e-02,6.764275684794e-02,-3.939273495189e+00,5.675324852186e+01,-5.846686007147e+01,8.548070769022e-03,8.806171814834e-03
3.095000000000e+08,-4.625535737981e-02,5.055714147923e-02,6.852432152808e-02,-3.971395789040e+00,5.701870447026e+01,-5.739645111081e+01,8.711150084218e-03,8.768861105719e-03
3.100000000000e+08,-4.517028407131e-02,5.269294923663e-02,6.940390091585e-02,-4.003709114631e+00,5.728393027872e+01,-5.632641072674e+01,8.875569483131e-03,8.727211448449e-03
3.105000000000e+08,-4.398284058420e-02,5.481698066863e-02,7.028080559783e-02,-4.036211912733e+00,5.754894016539e+01,-5.525667570554e+01,9.041210714836e-03,8.681085125450e-03
3.110000000000e+08,-4.269175836812e-02,5.692408322727e-02,7.115432161034e-02,-4.068902533271e+00,5.781374994373e+01,-5.418718329667e+01,9.207945808792e-03,8.630345684417e-03
3.115000000000e+08,-4.129602869098e-02,5.900892202362e-02,7.202371042952e-02,-4.101779225889e+00,5.807837698982e+01,-5.311787124186e+01,9.375636783641e-03,8.574858549700e-03
3.120000000000e+08,-3.979492109248e-02,6.106599116469e-02,7.288820907172e-02,-4.134840130072e+00,5.834284021072e+01,-5.204867780209e+01,9.544135386813e-03,8.514491681475e-03
3.125000000000e+08,-3.818800169522e-02,6.308962677798e-02,7.374703031621e-02,-4.168083264871e+00,5.860716001371e+01,-5.097954178244e+01,9.713282870530e-03,8.449116282500e-03
3.130000000000e+08,-3.647515123242e-02,6.507402178993e-02,7.459936306259e-02,-4.201506518277e+00,5.887135827670e+01,-4.991040255497e+01,9.882909810074e-03,8.378607551688e-03
3.135000000000e+08,-3.465658263730e-02,6.701324251510e-02,7.544437283511e-02,-4.235107636313e+00,5.913545831985e+01,-4.884120007987e+01,1.005283597045e-02,8.302845483115e-03
3.140000000000e+08,-3.273285802490e-02,6.890124710160e-02,7.628120244617e-02,-4.268884211898e+00,5.939948487853e+01,-4.777187492505e+01,1.022287022777e-02,8.221715708388e-03
3.145000000000e+08,-3.070490488351e-02,7.073190586396e-02,7.710897283101e-02,-4.302833673552e+00,5.966346407754e+01,-4.670236828428e+01,1.039281055177e-02,8.135110379560e-03
3.150000000000e+08,-2.857403127953e-02,7.249902351867e-02,7.792678406507e-02,-4.336953274030e+00,5.992742340691e+01,-4.563262199411e+01,1.056244405606e-02,8.042929088931e-03
3.155000000000e+08,-2.634193986821e-02,7.419636331843e-02,7.873371657492e-02,-4.371240078959e+00,6.019139169906e+01,-4.456257854971e+01,1.073154712240e-02,7.945079821262e-03
3.160000000000e+08,-2.401074049175e-02,7.581767305997e-02,7.952883255267e-02,-4.405690955563e+00,6.045539910753e+01,-4.349218111983e+01,1.089988560552e-02,7.841479932959e-03
3.165000000000e+08,-2.158296113808e-02,7.735671291637e-02,8.031117758266e-02,-4.440302561592e+00,6.071947708725e+01,-4.242137356110e+01,1.106721512437e-02,7.732057151895e-03
3.170000000000e+08,-1.906155702755e-02,7.880728501837e-02,8.107978248787e-02,-4.475071334529e+00,6.098365837632e+01,-4.135010043173e+01,1.123328144552e-02,7.616750590522e-03
3.175000000000e+08,-1.644991759126e-02,8.016326468107e-02,8.183366540175e-02,-4.509993481204e+00,6.124797697934e+01,-4.027830700492e+01,1.139782096388e-02,7.495511764007e-03
3.180000000000e+08,-1.375187110533e-02,8.141863314162e-02,8.257183406917e-02,-4.545064967917e+00,6.151246815230e+01,-3.920593928199e+01,1.156056128512e-02,7.368305604123e-03
3.185000000000e+08,-1.097168674879e-02,8.256751164178e-02,8.329328837805e-02,-4.580281511184e+00,6.177716838896e+01,-3.813294400564e+01,1.172122191340e-02,7.235111458768e-03
3.190000000000e+08,-8.114073861442e-03,8.360419665609e-02,8.399702312070e-02,-4.615638569226e+00,6.204211540864e+01,-3.705926867321e+01,1.187951504710e-02,7.095924066069e-03
3.195000000000e+08,-5.184178190423e-03,8.452319603265e-02,8.468203098110e-02,-4.651131334328e+00,6.230734814551e+01,-3.598486155037e+01,1.203514648398e-02,6.950754491316e-03
3.200000000000e+08,-2.187574932220e-03,8.531926577994e-02,8.534730574138e-02,-4.686754726169e+00,6.257290673920e+01,-3.490967168523e+01,1.218781663587e-02,6.799631014285e-03
3.205000000000e+08,8.697416003466e-04,8.598744720028e-02,8.599184569756e-02,-4.722503386265e+00,6.283883252673e+01,-3.383364892306e+01,1.233722165176e-02,6.642599954003e-03
3.210000000000e+08,3.981371828277e-03,8.652310403921e-02,8.661465727124e-02,-4.758371673623e+00,6.310516803555e+01,-3.275674392187e+01,1.248305464631e-02,6.479726417677e-03
3.215000000000e+08,7.140528382239e-03,8.692195929144e-02,8.721475880056e-02,-4.794353661729e+00,6.337195697790e+01,-3.167890816881e+01,1.262500702929e-02,6.311094960362e-03
3.220000000000e+08,1.034005727380e-02,8.718013127842e-02,8.779118448995e-02,-4.830443136970e+00,6.363924424598e+01,-3.060009399767e+01,1.276276992966e-02,6.136810142005e-03
3.225000000000e+08,1.357246278802e-02,8.729416859156e-02,8.834298849497e-02,-4.866633598587e+00,6.390707590819e+01,-2.952025460763e+01,1.289603570608e-02,5.956996968839e-03
3.230000000000e+08,1.682993607511e-02,8.726108347908e-02,8.886924911484e-02,-4.902918260252e+00,6.417549920612e+01,-2.843934408320e+01,1.302449953398e-02,5.771801206696e-03
3.235000000000e+08,2.010438736694e-02,8.707838324503e-02,8.936907306204e-02,-4.939290053339e+00,6.444456255222e+01,-2.735731741569e+01,1.314786105728e-02,5.581389554624e-03
3.240000000000e+08,2.338748168894e-02,8.674409922554e-02,8.984159977539e-02,-4.975741631948e+00,6.471431552801e+01,-2.627413052619e+01,1.326582609120e-02,5.385949668384e-03
3.245000000000e+08,2.667067788103e-02,8.625681291256e-02,9.028600573991e-02,-5.012265379741e+00,6.498480888270e+01,-2.518974029018e+01,1.337810836097e-02,5.185690024803e-03
3.250000000000e+08,2.994527068307e-02,8.561567880807e-02,9.070150877493e-02,-5.048853418597e+00,6.525609453209e+01,-2.410410456390e+01,1.348443125967e-02,4.980839619631e-03
3.255000000000e+08,3.320243558261e-02,8.482044361292e-02,9.108737224945e-02,-5.085497619123e+00,6.552822555751e+01,-2.301718221253e+01,1.358452960711e-02,4.771647493549e-03
3.260000000000e+08,3.643327606691e-02,8.387146138504e-02,9.144290918288e-02,-5.122189612980e+00,6.580125620476e+01,-2.192893314025e+01,1.367815139077e-02,4.558382083118e-03
3.265000000000e+08,3.962887286823e-02,8.276970433991e-02,9.176748618831e-02,-5.158920807026e+00,6.607524188276e+01,-2.083931832233e+01,1.376505946891e-02,4.341330395843e-03
3.270000000000e+08,4.278033474321e-02,8.151676901382e-02,9.206052721549e-02,-5.195682399196e+00,6.635023916186e+01,-1.974829983915e+01,1.384503321545e-02,4.120797011067e-03
3.275000000000e+08,4.587885028479e-02,8.011487756473e-02,9.232151705137e-02,-5.232465396059e+00,6.662630577141e+01,-1.865584091239e+01,1.391787008654e-02,3.897102911043e-03
3.280000000000e+08,4.891574023044e-02,7.856687404753e-02,9.255000453750e-02,-5.269260631961e+00,6.690350059672e+01,-1.756190594324e+01,1.398338708844e-02,3.670584149181e-03
3.285000000000e+08,5.188250970376e-02,7.687621556775e-02,9.274560546560e-02,-5.306058789622e+00,6.718188367491e+01,-1.646646055280e+01,1.404142212769e-02,3.441590365189e-03
3.290000000000e+08,5.477089981003e-02,7.504695828984e-02,9.290800511558e-02,-5.342850422077e+00,6.746151618963e+01,-1.536947162462e+01,1.409183522512e-02,3.210483159354e-03
3.295000000000e+08,5.757293799954e-02,7.308373835073e-02,9.303696040401e-02,-5.379625975773e+00,6.774246046435e+01,-1.427090734935e+01,1.413450957701e-02,2.977634340698e-03
3.300000000000e+08,6.028098661729e-02,7.099174780587e-02,9.313230161489e-02,-5.416375814692e+00,6.802477995406e+01,-1.317073727158e+01,1.416935244853e-02,2.743424065966e-03
3.305000000000e+08,6.288778907292e-02,6.877670581020e-02,9.319393368982e-02,-5.453090245282e+00,6.830853923519e+01,-1.206893233878e+01,1.419629588664e-02,2.508238888366e-03
3.310000000000e+08,6.538651309160e-02,6.644482531012e-02,9.322183705962e-02,-5.489759542016e+00,6.859380399343e+01,-1.096546495229e+01,1.421529724231e-02,2.272469736653e-03
3.315000000000e+08,6.777079054378e-02,6.400277559165e-02,9.321606800528e-02,-5.526373973378e+00,6.888064100930e+01,-9.860309020368e+00,1.422633949442e-02,2.036509846426e-03
3.320000000000e+08,7.003475339882e-02,6.145764109340e-02,9.317675854202e-02,-5.562923828055e+00,6.916911814123e+01,-8.753440013195e+00,1.422943137061e-02,1.800752666387e-03
3.325000000000e+08,7.217306540376e-02,5.881687694911e-02,9.310411582644e-02,-5.599399441123e+00,6.945930430597e+01,-7.644835019744e+00,1.422460726360e-02,1.565589762774e-03
3.330000000000e+08,7.418094915210e-02,5.608826177199e-02,9.299842109256e-02,-5.635791220027e+00,6.975126945591e+01,-6.534472806442e+00,1.421192694402e-02,1.331408745206e-03
3.335000000000e+08,7.605420827719e-02,5.327984823029e-02,9.286002812897e-02,-5.672089670125e+00,7.004508455340e+01,-5.422333877486e+00,1.419147507434e-02,1.098591236740e-03
3.340000000000e+08,7.778924457915e-02,5.039991199103e-02,9.268936131455e-02,-5.708285419614e+00,7.034082154148e+01,-4.308400536702e+00,1.416336053087e-02,8.675109101008e-04
3.345000000000e+08,7.938306997111e-02,4.745689962390e-02,9.248691323615e-02,-5.744369243628e+00,7.063855331108e+01,-3.192656950772e+00,1.412771554394e-02,6.385316107942e-04
3.350000000000e+08,8.083331320797e-02,4.445937606219e-02,9.225324191602e-02,-5.780332087342e+00,7.093835366426e+01,-2.075089213682e+00,1.408469466857e-02,4.120055861894e-04
3.355000000000e+08,8.213822143785e-02,4.141597221076e-02,9.198896768165e-02,-5.816165087900e+00,7.124029727339e+01,-9.556854121826e-01,1.403447360016e-02,1.882718377194e-04
3.360000000000e+08,8.329665668991e-02,3.833533327313e-02,9.169476971386e-02,-5.851859595041e+00,7.154445963599e+01,1.655643079402e-01,1.397724785184e-02,-3.234538885711e-05
3.365000000000e+08,8.430808748173e-02,3.522606834279e-02,9.137138231262e-02,-5.887407190267e+00,7.185091702498e+01,1.288667675017e+00,1.391323131125e-02,-2.495379626067e-04
3.370000000000e+08,8.517257579321e-02,3.209670176681e-02,9.101959092172e-02,-5.922799704465e+00,7.215974643420e+01,2.413630224323e+00,1.384265469604e-02,-4.630150660200e-04
3.375000000000e+08,8.589075971031e-02,2.895562674558e-02,9.064022795560e-02,-5.958029233875e+00,7.247102551899e+01,3.540455230862e+00,1.376576392775e-02,-6.725042257342e-04
3.380000000000e+08,8.646383209071e-02,2.581106158197e-02,9.023416847181e-02,-5.993088154359e+00,7.278483253150e+01,4.669143642400e+00,1.368281844437e-02,-8.777521707150e-04
3.385000000000e+08,8.689351564336e-02,2.267100893697e-02,8.980232573315e-02,-6.027969133897e+00,7.310124625080e+01,5.799694013074e+00,1.359408947165e-02,-1.078525515850e-03
3.390000000000e+08,8.718203484469e-02,1.954321839020e-02,8.934564670261e-02,-6.062665143311e+00,7.342034590734e+01,6.932102437922e+00,1.349985827292e-02,-1.274611271424e-03
3.395000000000e+08,8.733208513607e-02,1.643515254186e-02,8.886510751295e-02,-6.097169465197e+00,7.374221110183e+01,8.066362488701e+00,1.340041439643e-02,-1.465817181304e-03
3.400000000000e+08,8.734679985938e-02,1.335395683186e-02,8.836170895101e-02,-6.131475701082e+00,7.406692171830e+01,9.202465151393e+00,1.329605393825e-02,-1.651971894864e-03
3.405000000000e+08,8.722971539171e-02,1.030643319034e-02,8.783647199442e-02,-6.165577776847e+00,7.439455783119e+01,1.034039876581e+01,1.318707783746e-02,-1.832924979600e-03
3.410000000000e+08,8.698473493547e-02,7.299017575836e-03,8.729043343556e-02,-6.199469946459e+00,7.472519960650e+01,1.148014896774e+01,1.307379021891e-02,-2.008546783099e-03
3.415000000000e+08,8.661609140864e-02,4.337761401567e-03,8.672464162443e-02,-6.233146794074e+00,7.505892719684e+01,1.262169863411e+01,1.295649679722e-02,-2.178728154473e-03
3.420000000000e+08,8.612830986116e-02,1.428316799319e-03,8.614015235893e-02,-6.266603234609e+00,7.539582063034e+01,1.376502783161e+01,1.283550335399e-02,-2.343380036496e-03
3.425000000000e+08,8.552616981961e-02,-1.424074376108e-03,8.553802494704e-02,-6.299834512845e+00,7.573595969346e+01,1.491011376938e+01,1.271111429831e-02,-2.502432940581e-03
3.430000000000e+08,8.481466793313e-02,-4.214587939870e-03,8.491931846235e-02,-6.332836201181e+00,7.607942380772e+01,1.605693075616e+01,1.258363131893e-02,-2.655836317317e-03
3.435000000000e+08,8.399898126148e-02,-6.938821340725e-03,8.428508820998e-02,-6.365604196144e+00,7.642629190041e+01,1.720545016255e+01,1.245335213464e-02,-2.803557835678e-03
3.440000000000e+08,8.308443151068e-02,-9.592794398024e-03,8.363638241707e-02,-6.398134713756e+00,7.677664226932e+01,1.835564038893e+01,1.232056934755e-02,-2.945582584052e-03
3.445000000000e+08,8.207645048502e-02,-1.217294703816e-02,8.297423915778e-02,-6.430424283886e+00,7.713055244173e+01,1.950746683952e+01,1.218556940254e-02,-3.081912206196e-03
3.450000000000e+08,8.098054698662e-02,-1.467613427431e-02,8.229968351998e-02,-6.462469743705e+00,7.748809902790e+01,2.066089190336e+01,1.204863165426e-02,-3.212563984858e-03
3.455000000000e+08,7.980227535607e-02,-1.709961868565e-02,8.161372501731e-02,-6.494268230347e+00,7.784935756905e+01,2.181587494260e+01,1.191002754193e-02,-3.337569885367e-03
3.460000000000e+08,7.854720581091e-02,-1.944106065896e-02,8.091735524748e-02,-6.525817172926e+00,7.821440238049e+01,2.297237228887e+01,1.177001987070e-02,-3.456975570839e-03
3.465000000000e+08,7.722089670314e-02,-2.169850665833e-02,8.021154579509e-02,-6.557114283982e+00,7.858330638995e+01,2.413033724821e+01,1.162886219734e-02,-3.570839399941e-03
3.470000000000e+08,7.582886878353e-02,-2.387037578655e-02,7.949724637483e-02,-6.588157550509e+00,7.895614097163e+01,2.528972011526e+01,1.148679831683e-02,-3.679231417320e-03
3.475000000000e+08,7.437658152895e-02,-2.595544489614e-02,7.877538320877e-02,-6.618945224644e+00,7.933297577655e+01,2.645046819728e+01,1.134406184579e-02,-3.782232345919e-03
3.480000000000e+08,7.286941156034e-02,-2.795283249952e-02,7.804685762986e-02,-6.649475814130e+00,7.971387855947e+01,2.761252584853e+01,1.120087589787e-02,-3.879932589473e-03
3.485000000000e+08,7.131263315298e-02,-2.986198171636e-02,7.731254490210e-02,-6.679748072651e+00,8.009891500329e+01,2.877583451567e+01,1.105745284583e-02,-3.972431252575e-03
3.490000000000e+08,6.971140081760e-02,-3.168264248257e-02,7.657329324660e-02,-6.709760990126e+00,8.048814854130e+01,2.994033279460e+01,1.091399416435e-02,-4.059835184695e-03
3.495000000000e+08,6.807073391083e-02,-3.341485323064e-02,7.582992306197e-02,-6.739513783038e+00,8.088164017822e+01,3.110595649947e+01,1.077069034768e-02,-4.142258053693e-03
3.500000000000e+08,6.639550321618e-02,-3.505892223474e-02,7.508322632647e-02,-6.769005884885e+00,8.127944831070e+01,3.227263874398e+01,1.062772089586e-02,-4.219819453409e-03
3.505000000000e+08,6.469041942264e-02,-3.661540879706e-02,7.433396616926e-02,-6.798236936816e+00,8.168162854818e+01,3.344031003584e+01,1.048525436316e-02,-4.292644049105e-03
3.510000000000e+08,6.296002341596e-02,-3.808510443486e-02,7.358287659743e-02,-6.827206778509e+00,8.208823353502e+01,3.460889838435e+01,1.034344846265e-02,-4.360860763740e-03
3.515000000000e+08,6.120867828892e-02,-3.946901421027e-02,7.283066236556e-02,-6.855915439345e+00,8.249931277497e+01,3.577832942177e+01,1.020245022064e-02,-4.424602007277e-03
3.520000000000e+08,5.944056296984e-02,-4.076833832822e-02,7.207799897483e-02,-6.884363129934e+00,8.291491245880e+01,3.694852653845e+01,1.006239617506e-02,-4.484002950607e-03
3.525000000000e+08,5.765966736408e-02,-4.198445411114e-02,7.132553278839e-02,-6.912550234012e+00,8.333507529650e+01,3.811941103212e+01,9.923412612154e-03,-4.539200845001e-03
3.530000000000e+08,5.586978890058e-02,-4.311889844373e-02,7.057388125076e-02,-6.940477300760e+00,8.375984035490e+01,3.929090227132e+01,9.785615835886e-03,-4.590334387498e-03
3.535000000000e+08,5.407453037420e-02,-4.417335076586e-02,6.982363319875e-02,-6.968145037559e+00,8.418924290219e+01,4.046291787293e+01,9.649112465069e-03,-4.637543132136e-03
3.540000000000e+08,5.227729897538e-02,-4.514961667819e-02,6.907534925245e-02,-6.995554303199e+00,8.462331426031e+01,4.163537389392e+01,9.513999753315e-03,-4.680966946502e-03
3.545000000000e+08,5.048130640010e-02,-4.604961221174e-02,6.832956227514e-02,-7.022706101564e+00,8.506208166676e+01,4.280818503683e+01,9.380365927380e-03,-4.720745512737e-03
3.550000000000e+08,4.868956993575e-02,-4.687534880140e-02,6.758677789169e-02,-7.049601575781e+00,8.550556814684e+01,4.398126486890e+01,9.248290539803e-03,-4.757017871832e-03
3.555000000000e+08,4.690491442237e-02,-4.762891899215e-02,6.684747505576e-02,-7.076242002856e+00,8.595379239788e+01,4.515452605434e+01,9.117844832072e-03,-4.789922009763e-03
3.560000000000e+08,4.512997499274e-02,-4.831248289768e-02,6.611210665668e-02,-7.102628788777e+00,8.640676868665e+01,4.632788059913e+01,8.989092104939e-03,-4.819594483882e-03
3.565000000000e+08,4.336720049962e-02,-4.892825542218e-02,6.538110015771e-02,-7.128763464072e+00,8.686450676131e+01,4.750124010782e+01,8.862088092824e-03,-4.846170087751e-03
3.570000000000e+08,4.161885754359e-02,-4.947849424884e-02,6.465485825803e-02,-7.154647679828e+00,8.732701177910e+01,4.867451605129e+01,8.736881339578e-03,-4.869781552554e-03
3.575000000000e+08,3.988703502036e-02,-4.996548859199e-02,6.393375957154e-02,-7.180283204126e+00,8.779428425120e+01,4.984762004478e+01,8.613513573223e-03,-4.890559283109e-03
3.580000000000e+08,3.817364911183e-02,-5.039154870431e-02,6.321815931623e-02,-7.205671918893e+00,8.826632000579e+01,5.102046413487e+01,8.492020077551e-03,-4.908631126469e-03
3.585000000000e+08,3.648044865086e-02,-5.075899612578e-02,6.250839000858e-02,-7.230815817127e+00,8.874311017062e+01,5.219296109436e+01,8.372430058763e-03,-4.924122171087e-03
3.590000000000e+08,3.480902079503e-02,-5.107015465718e-02,6.180476215808e-02,-7.255717000476e+00,8.922464117603e+01,5.336502472360e+01,8.254767005605e-03,-4.937154574515e-03
3.595000000000e+08,3.316079695029e-02,-5.132734203781e-02,6.110756495758e-02,-7.280377677139e+00,8.971089477954e+01,5.453657015676e+01,8.139049041665e-03,-4.947847417651e-03
3.600000000000e+08,3.153705889048e-02,-5.153286230443e-02,6.041706696579e-02,-7.304800160047e+00,9.020184811278e+01,5.570751417158e+01,8.025289268759e-03,-4.956316583574e-03
3.605000000000e+08,2.993894502359e-02,-5.168899880668e-02,5.973351677879e-02,-7.328986865286e+00,9.069747375159e+01,5.687777550064e+01,7.913496100499e-03,-4.962674659078e-03
3.610000000000e+08,2.836745676087e-02,-5.179800785272e-02,5.905714368805e-02,-7.352940310734e+00,9.119773980984e+01,5.804727514249e+01,7.803673585353e-03,-4.967030857078e-03
3.615000000000e+08,2.682346494871e-02,-5.186211295791e-02,5.838815832267e-02,-7.376663114857e+00,9.170261005759e+01,5.921593667063e+01,7.695821718640e-03,-4.969490958145e-03
3.620000000000e+08,2.530771632812e-02,-5.188349966871e-02,5.772675327452e-02,-7.400157995624e+00,9.221204406370e+01,6.038368653826e+01,7.589936743069e-03,-4.970157269501e-03
3.625000000000e+08,2.382083999004e-02,-5.186431093398e-02,5.707310370470e-02,-7.423427769500e+00,9.272599736317e+01,6.155045437678e+01,7.486011437557e-03,-4.969128599898e-03
3.630000000000e+08,2.236335379873e-02,-5.180664299565e-02,5.642736793087e-02,-7.446475350478e+00,9.324442164912e+01,6.271617328582e+01,7.384035394167e-03,-4.966500248903e-03
3.635000000000e+08,2.093567075845e-02,-5.171254177126e-02,5.578968799474e-02,-7.469303749077e+00,9.376726498906e+01,6.388078011260e+01,7.283995283110e-03,-4.962364009187e-03
3.640000000000e+08,1.953810530216e-02,-5.158399970132e-02,5.516019020982e-02,-7.491916071301e+00,9.429447206515e+01,6.504421571844e+01,7.185875105842e-03,-4.956808180518e-03
3.645000000000e+08,1.817087948322e-02,-5.142295303498e-02,5.453898568943e-02,-7.514315517480e+00,9.482598443765e+01,6.620642523011e+01,7.089656436345e-03,-4.949917594250e-03
3.650000000000e+08,1.683412905399e-02,-5.123127952851e-02,5.392617085548e-02,-7.536505380959e+00,9.536174083066e+01,6.736735827390e+01,6.995318650763e-03,-4.941773647179e-03
3.655000000000e+08,1.552790941733e-02,-5.101079653169e-02,5.332182792882e-02,-7.558489046604e+00,9.590167743915e+01,6.852696919019e+01,6.902839145598e-03,-4.932454343726e-03
3.660000000000e+08,1.425220143889e-02,-5.076325943846e-02,5.272602540180e-02,-7.580269989056e+00,9.644572825579e+01,6.968521722648e+01,6.812193544700e-03,-4.922034345494e-03
3.665000000000e+08,1.300691711006e-02,-5.049036047879e-02,5.213881849434e-02,-7.601851770724e+00,9.699382541620e+01,7.084206670674e+01,6.723355895355e-03,-4.910585027326e-03
3.670000000000e+08,1.179190505299e-02,-5.019372783005e-02,5.156024959459e-02,-7.623238039455e+00,9.754589956064e+01,7.199748717544e+01,6.636298853753e-03,-4.898174539038e-03
